episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/actor_loss,info/learner/default_policy/critic_loss,info/learner/default_policy/mean_q,info/learner/default_policy/max_q,info/learner/default_policy/min_q,info/learner/default_policy/mean_td_error,info/learner/default_policy/td_error
-3839.1905239557054,-3839.1905239557054,-3839.1905239557054,3000.0,1,1,3000,False,1,1,a1ded11281c34667bd152acacddf4e10,2021-01-05_12-05-44,1609815944,25.108254432678223,25.108254432678223,3463,bmil-X570-AORUS-ELITE-WIFI,220.149.82.56,25.108254432678223,0,1,d6219_00000,0,[-3839.1905239557054],[3000],5.014394053376861,1.1732192962656653,0.365477806327741,34.63,1848.131,1.084,3000,64,3000,1,8.447222222222223,27.874999999999996,0.0,0.015002516098320484,1.397159218788147,-0.00484562199562788,0.09865818917751312,-0.13164784014225006,1.2548887729644775,"[ 1.9529063   2.3166492   1.1870445   0.9479951   2.1844714   0.7465266
  2.538832    1.142467    1.8209428  -0.14950931  0.18835236  2.514436
  0.32497138 -0.20181213 -0.47058132  0.7915955  -0.8315632   2.6060956
  0.07095356  1.9015816   0.9900802   0.7782785   1.8541508  -0.4939471
 -0.11169182  2.4187493   3.1939168   1.7751719   1.1453587   2.6080391
  0.825356    1.6310854  -0.43816674  2.1058068   2.471455    2.4498708
  0.2627191   2.880763    0.7845147   3.182773    2.6262147   2.9447522
  0.46621162  2.0610628   3.1757514   0.6286421   0.80413306  0.19609053
 -0.42613044  0.34535357  1.4968845   1.7288823   0.09596594  0.2429885
  1.4698198   1.5610167   1.347788    1.376222    0.8940903  -0.7100265
  2.456188    0.58107275  2.7992136   0.2540555 ]"
1715.5862666758464,-3839.1905239557054,-1061.8021286399294,3000.0,1,1,6000,False,2,2,a1ded11281c34667bd152acacddf4e10,2021-01-05_12-06-34,1609815994,50.43580174446106,75.54405617713928,3463,bmil-X570-AORUS-ELITE-WIFI,220.149.82.56,75.54405617713928,0,2,d6219_00000,0,"[1715.5862666758464, -3839.1905239557054]","[3000, 3000]",5.229433028762019,1.2051031395549674,0.43535290301104357,3.88,16495.554,0.761,6000,192064,6000,3001,8.761111111111111,27.912500000000005,0.0,-1.562705636024475,0.0012724380940198898,0.6110835671424866,1.7139321565628052,-2.518589973449707,-0.015443967655301094,"[ 0.01214159 -0.07812452  0.02039647  0.02484477  0.04511726 -0.01045322
 -0.18112688  0.03330803  0.01184523  0.12359118  0.03172863 -0.0550496
  0.01603436 -0.04242802  0.01735568 -0.03027348  0.00157785 -0.01104152
  0.02304316 -0.00385225  0.04141319 -0.03004009  0.02162921 -0.06673509
 -0.09956056 -0.05042982 -0.01225238  0.00291896 -0.0298717  -0.01492
 -0.01104152 -0.03363609 -0.03241456 -0.03725767 -0.03009212  0.02397203
  0.00672698 -0.05630827  0.00152159 -0.03711855  0.0571292  -0.05575645
  0.022663   -0.05900741  0.00536132  0.00583804 -0.00121105  0.02126443
 -0.01019561  0.02220333  0.04437137 -0.07922161 -0.11404502  0.00551856
 -0.04677927  0.02355194 -0.02055237 -0.0314573  -0.05453551 -0.12369528
 -0.00384295 -0.03590029 -0.02860022 -0.03665301]"
1715.5862666758464,-3839.1905239557054,-232.66759079895664,3000.0,1,1,9000,False,3,3,a1ded11281c34667bd152acacddf4e10,2021-01-05_12-07-26,1609816046,51.64256834983826,127.18662452697754,3463,bmil-X570-AORUS-ELITE-WIFI,220.149.82.56,127.18662452697754,0,3,d6219_00000,0,"[1425.6014848829889, -3839.1905239557054, 1715.5862666758464]","[3000, 3000, 3000]",5.3455618804811875,1.2262374121705877,0.47753514031474253,4.055,15784.657,0.75,9000,384064,9000,6001,8.185135135135134,27.924324324324324,0.0,-3.361133337020874,0.000803545059170574,2.9675662517547607,3.837614059448242,-0.42669031023979187,-0.013078125193715096,"[ 0.0040586  -0.00482798 -0.01693344 -0.01553613 -0.01035738  0.03139043
 -0.02554202 -0.01239991  0.00284624  0.02715874 -0.00043631 -0.09108663
  0.03861189 -0.05511522  0.01130867  0.03526545  0.0104301  -0.08171582
  0.01383042 -0.04343462 -0.05915233 -0.0488503   0.04806399 -0.03085613
  0.04046178 -0.04186702 -0.03395581  0.02151871  0.03016973 -0.02556467
 -0.0212326  -0.02587509  0.00333571  0.01314783  0.00738502 -0.06621468
 -0.01440978  0.01021624 -0.03407693  0.06023812  0.01613879  0.02402949
 -0.03172612 -0.11982167  0.01504254 -0.06720734 -0.00834942 -0.00717998
  0.00754523 -0.01686859 -0.05313301 -0.02998853 -0.01031685 -0.0480051
 -0.06657839  0.01955715  0.01644301 -0.0909664  -0.00423455 -0.03746319
  0.01372242 -0.008847   -0.00992417  0.01113486]"
1715.5862666758464,-3839.1905239557054,106.90438619123017,3000.0,1,1,12000,False,4,4,a1ded11281c34667bd152acacddf4e10,2021-01-05_12-08-18,1609816098,52.2785484790802,179.46517300605774,3463,bmil-X570-AORUS-ELITE-WIFI,220.149.82.56,179.46517300605774,0,4,d6219_00000,0,"[1125.6203171617908, -3839.1905239557054, 1715.5862666758464, 1425.6014848829889]","[3000, 3000, 3000, 3000]",5.423859329357752,1.2393742589612993,0.5065401803378561,3.369,18998.228,0.662,12000,576064,12000,9001,9.213333333333335,28.0,0.0,-4.9342522621154785,0.0007149808225221932,4.091765880584717,5.901894569396973,0.2663677930831909,0.007110791280865669,"[ 0.03609276 -0.04100895  0.0505228   0.04329228 -0.03780222  0.02136278
  0.03952169 -0.00493479 -0.03000152 -0.00341988 -0.01825666 -0.08716297
 -0.05794621  0.0038408   0.0241189  -0.08716297  0.02779055  0.05293322
  0.01553583  0.07024956 -0.03725326  0.05116308 -0.03502131 -0.04117179
 -0.0229845   0.01563406  0.04904699 -0.02577317  0.04187727 -0.00526619
  0.00579309 -0.04650354  0.01361227 -0.01830387  0.0575037   0.01107502
  0.00973892  0.01226234 -0.02522993  0.03702116  0.02734947  0.01320481
  0.0100193  -0.00088453  0.00734997  0.00840664  0.05200911  0.04610586
  0.02220523  0.0924964   0.03312683  0.00365543  0.01744008  0.00373554
 -0.00989032  0.0348773   0.03337812  0.00729823 -0.00351846 -0.00943041
 -0.00401211 -0.02069092 -0.02182555  0.04789925]"
1715.5862666758464,-3839.1905239557054,309.3636320179897,3000.0,1,1,15000,False,5,5,a1ded11281c34667bd152acacddf4e10,2021-01-05_12-09-11,1609816151,52.808308601379395,232.27348160743713,3463,bmil-X570-AORUS-ELITE-WIFI,220.149.82.56,232.27348160743713,0,5,d6219_00000,0,"[1119.2006153250275, -3839.1905239557054, 1715.5862666758464, 1425.6014848829889, 1125.6203171617908]","[3000, 3000, 3000, 3000, 3000]",5.483651484128641,1.248846253576178,0.5277326941502115,3.457,18511.13,0.649,15000,768064,15000,12001,9.377333333333333,28.02666666666666,0.0,-6.841086387634277,0.00045307475375011563,6.428011894226074,7.979918956756592,2.203876495361328,0.006676290184259415,"[-0.01263762 -0.01453352  0.03964186 -0.02259779  0.0252614   0.01005697
 -0.03002882 -0.00714016 -0.01059532 -0.01012707  0.03332281 -0.01838255
  0.03941393  0.0529418   0.01933384  0.04012537  0.00185966 -0.00801706
  0.02272224  0.0219779   0.00203085 -0.02759886 -0.00858259  0.04095888
 -0.00529218  0.03482771  0.04828978  0.03984308  0.02273607 -0.01768255
  0.02891159  0.01208544  0.02047396 -0.00955391  0.01792431  0.05177879
  0.02763176 -0.01632881 -0.00862694  0.00173235 -0.00673485  0.01759887
  0.0325737   0.05147123 -0.03263426  0.01499701 -0.00457907 -0.01517773
  0.02242184 -0.02692461  0.03131485 -0.03520966 -0.00902748  0.02198458
 -0.04125571 -0.0250721  -0.000453   -0.02006531 -0.06780958  0.03490019
 -0.01827049  0.00058985  0.024858    0.04962969]"
1715.5862666758464,-3839.1905239557054,510.24216946071675,3000.0,1,1,18000,False,6,6,a1ded11281c34667bd152acacddf4e10,2021-01-05_12-10-04,1609816204,53.163893699645996,285.43737530708313,3463,bmil-X570-AORUS-ELITE-WIFI,220.149.82.56,285.43737530708313,0,6,d6219_00000,0,"[1514.6348566743522, -3839.1905239557054, 1715.5862666758464, 1425.6014848829889, 1125.6203171617908, 1119.2006153250275]","[3000, 3000, 3000, 3000, 3000, 3000]",5.531811561439697,1.2561209338554669,0.5442384297067694,3.6,17779.066,0.657,18000,960064,18000,15001,9.552631578947368,28.263157894736842,0.0,-8.106689453125,0.0006483725155703723,7.520459175109863,9.962035179138184,2.827314853668213,0.001357194036245346,"[-0.02186871 -0.01984787 -0.00919247  0.00592184  0.00900555 -0.04016781
 -0.01445961 -0.01643276  0.01410198  0.02651262 -0.01514721  0.03198385
  0.04465866  0.03932428  0.02003384 -0.01428413 -0.00187588 -0.07361698
  0.01670647 -0.0296793   0.05654716 -0.06183815 -0.03516293 -0.03253078
 -0.00924206  0.01804352  0.00518751  0.03189564 -0.01221657  0.04243922
  0.04351807 -0.00766039 -0.01319504 -0.05449009  0.01711082  0.01647949
  0.00878429  0.00845623  0.04559231  0.01557875 -0.09376431  0.05674648
  0.00509548  0.01093006  0.02550888 -0.00675106 -0.03224945  0.0103941
  0.03078365 -0.03652    -0.02579403  0.1003437   0.00607204  0.04307747
 -0.01417637  0.01037598 -0.06714725  0.0100975  -0.02116871  0.04046869
 -0.00618267  0.00535583  0.01357555 -0.01318455]"
1715.5862666758464,-3839.1905239557054,554.1363947959386,3000.0,1,1,21000,False,7,7,a1ded11281c34667bd152acacddf4e10,2021-01-05_12-10-56,1609816256,52.10553455352783,337.54290986061096,3463,bmil-X570-AORUS-ELITE-WIFI,220.149.82.56,337.54290986061096,0,7,d6219_00000,0,"[817.5017468072697, -3839.1905239557054, 1715.5862666758464, 1425.6014848829889, 1125.6203171617908, 1119.2006153250275, 1514.6348566743522]","[3000, 3000, 3000, 3000, 3000, 3000, 3000]",5.567589991311392,1.2623227381993993,0.5573413515608165,3.707,17265.284,0.634,21000,1152064,21000,18001,10.889189189189189,28.5,0.0,-9.971839904785156,0.001086399075575173,9.481156349182129,12.017183303833008,4.656171798706055,-0.00792432576417923,"[ 0.01439667 -0.02803993  0.11930561 -0.00515079 -0.00630331  0.0125103
 -0.03959846 -0.00280905 -0.05099297  0.06915283 -0.03791046 -0.01788712
 -0.05722523  0.01465797 -0.03221893 -0.01611423  0.0016222  -0.04465389
 -0.02756119 -0.04763317  0.00116253 -0.04624367  0.04187202 -0.05301285
  0.0386405  -0.03934956  0.11343145  0.062006    0.02100658 -0.01887226
 -0.05019093  0.04165936 -0.01398277  0.04261494  0.00120354 -0.01124334
 -0.02216148 -0.0858078  -0.00566578 -0.03113604  0.01615334 -0.01024532
 -0.01566792 -0.01534653 -0.01421213  0.15283585 -0.03901768  0.00813961
  0.03970957 -0.04656219 -0.03132248 -0.06079483 -0.03468037 -0.0896883
 -0.02314472 -0.04669809 -0.0315733  -0.01935339  0.00558472 -0.01688766
  0.02368307 -0.03332901 -0.0174284  -0.01078796]"
1715.5862666758464,-3839.1905239557054,643.7129721921599,3000.0,1,1,24000,False,8,8,a1ded11281c34667bd152acacddf4e10,2021-01-05_12-11-49,1609816309,52.18177652359009,389.72468638420105,3463,bmil-X570-AORUS-ELITE-WIFI,220.149.82.56,389.72468638420105,0,8,d6219_00000,0,"[1270.749013965709, -3839.1905239557054, 1715.5862666758464, 1425.6014848829889, 1125.6203171617908, 1119.2006153250275, 1514.6348566743522, 817.5017468072697]","[3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000]",5.59595766550296,1.267461178349363,0.5678499910309378,3.556,17997.684,0.677,24000,1344064,24000,21001,9.310666666666668,28.377333333333322,0.0,-11.229737281799316,0.003326048841699958,10.876845359802246,13.604575157165527,5.204761505126953,-0.06933780759572983,"[-0.02375031 -0.09072685 -0.08716488 -0.0867939  -0.06339455 -0.10500145
 -0.08222246 -0.10746574 -0.09195709 -0.05894566  0.00729561 -0.07871914
  0.00185204  0.02266026 -0.14870739 -0.07500601 -0.02742577 -0.06793213
 -0.06741714  0.0184927  -0.04783726 -0.08104134 -0.03838444 -0.09346867
 -0.08067989 -0.12129354 -0.09134674 -0.12573814 -0.11076641  0.0078125
 -0.08493567 -0.09645653 -0.10607624 -0.12504101  0.02804756 -0.10318947
 -0.05128288 -0.03740883 -0.07041645 -0.08043289 -0.07892799 -0.08125401
 -0.10900402 -0.07834148 -0.0335598  -0.09317017 -0.08508301 -0.0750227
 -0.08966732 -0.07239103  0.00778866 -0.11296082  0.00771999 -0.11900234
 -0.06226063 -0.10263252 -0.08535671 -0.06453609 -0.08945465 -0.09052467
 -0.05438805 -0.00761032 -0.02798843 -0.11772537]"
1788.2859632752227,-3839.1905239557054,770.8877489791669,3000.0,1,1,27000,False,9,9,a1ded11281c34667bd152acacddf4e10,2021-01-05_12-12-41,1609816361,52.841490030288696,442.56617641448975,3463,bmil-X570-AORUS-ELITE-WIFI,220.149.82.56,442.56617641448975,0,9,d6219_00000,0,"[1788.2859632752227, -3839.1905239557054, 1715.5862666758464, 1425.6014848829889, 1125.6203171617908, 1119.2006153250275, 1514.6348566743522, 817.5017468072697, 1270.749013965709]","[3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000]",5.621153873378182,1.2718431138719541,0.5764966035012076,3.582,17869.251,0.67,27000,1536064,27000,24001,8.999999999999998,28.20266666666666,0.0,-13.172329902648926,0.0008301468333229423,12.821280479431152,15.965577125549316,6.872668266296387,-0.0006270334124565125,"[-0.08173943  0.00472832  0.07770824 -0.01387215  0.00192738  0.01838303
 -0.0257988   0.02401638  0.06066895 -0.02967453 -0.03178501  0.02337265
 -0.08061886 -0.00945377  0.01211739 -0.01347733 -0.01031971 -0.03291607
  0.06633568 -0.03234005 -0.03668404  0.02684879 -0.02724743  0.0155077
  0.05540657 -0.03403139 -0.0256052   0.03632545 -0.02136707 -0.03458977
  0.00641155  0.02137852 -0.00153923 -0.00287914  0.01119423  0.01623297
 -0.00566387 -0.05003548 -0.00582218  0.01246357 -0.0534277   0.08156729
 -0.06706715  0.09611797  0.07021141 -0.04736423  0.00371361 -0.01834869
 -0.00375462 -0.01745605  0.04237175 -0.00691795 -0.0120697  -0.08487606
  0.0368042  -0.01795292 -0.00495052 -0.01796246  0.02933025  0.03342342
  0.00454998 -0.00904942  0.00327396  0.03613663]"
1788.2859632752227,-3839.1905239557054,774.5584375128019,3000.0,1,1,30000,False,10,10,a1ded11281c34667bd152acacddf4e10,2021-01-05_12-13-33,1609816413,51.28564739227295,493.8518238067627,3463,bmil-X570-AORUS-ELITE-WIFI,220.149.82.56,493.8518238067627,0,10,d6219_00000,0,"[807.5946343155173, -3839.1905239557054, 1715.5862666758464, 1425.6014848829889, 1125.6203171617908, 1119.2006153250275, 1514.6348566743522, 817.5017468072697, 1270.749013965709, 1788.2859632752227]","[3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000]",5.640629238892954,1.2753449509896881,0.5835463977035701,3.994,16025.136,0.722,30000,1728064,30000,27001,8.126027397260275,28.232876712328775,0.0,-14.558589935302734,0.0010523556265980005,14.199660301208496,18.121681213378906,6.72075891494751,-0.0046705156564712524,"[ 0.06012249  0.01463127  0.02079773  0.07192802  0.05726433 -0.05075073
 -0.00042629 -0.01859474 -0.06839752  0.0302887  -0.00108337 -0.05347633
  0.05758381  0.00996208  0.01132393  0.04779148 -0.00244331 -0.00869656
 -0.09376431 -0.0046711  -0.02338028 -0.00749588 -0.02610302 -0.0555439
  0.08014154  0.0828166  -0.03525448  0.00871944 -0.01388931  0.00425911
  0.08336258 -0.08127975 -0.03702545  0.08843327 -0.02217865  0.05819416
  0.07642651 -0.05009079 -0.03145027 -0.01832771 -0.02827644 -0.03766918
 -0.01988411 -0.03070068 -0.05234909 -0.03442001  0.01755619 -0.02035713
 -0.05439758  0.01142693 -0.04407406 -0.00492573  0.00732231  0.03754234
 -0.03722858 -0.00710392 -0.05106449 -0.04508877  0.01156235 -0.00647449
  0.04436398 -0.03690624 -0.05514908 -0.02234077]"
