episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/actor_loss,info/learner/default_policy/critic_loss,info/learner/default_policy/mean_q,info/learner/default_policy/max_q,info/learner/default_policy/min_q,info/learner/default_policy/mean_td_error,info/learner/default_policy/td_error
nan,nan,nan,nan,0,2,3000,False,0,1,a6db5f2004814a04bf7b7966c8221fda,2021-02-08_09-32-27,1612744347,21.075486660003662,21.075486660003662,18917,bmil-X570-AORUS-ELITE-WIFI,220.149.82.43,21.075486660003662,0,1,107e1_00000,0,[],[],41.871,1528.519,0.897,3000,64,3000,1,49.858064516129026,26.70322580645161,0.0,0.045214392244815826,1.5174492597579956,-0.03534461185336113,0.06890717148780823,-0.159081369638443,1.2819100618362427,"[ 1.7668341   0.4352835   1.1032028   1.1908237   2.5143037   1.3327984
  1.957033    0.68228424  1.4892035   0.77942187  0.33950588  1.2944179
  0.3630826   2.4822235   1.5048248   1.6306695   0.1984861   2.4702604
 -0.31824127  0.7961171   2.9346645  -0.4863112   0.2119313   0.35166815
  2.1928604  -0.94871384 -0.09980692  1.2964203   0.5130861  -0.46184465
  3.0092933   3.1494873   0.35166815 -0.65716606  0.16578281  1.3770963
  2.6684308   2.6551201   1.5294207   1.5506682   3.5635574   0.24104117
 -0.43910608  0.7803199   1.0292594   0.54250884  3.312347    2.481588
  2.2565033   1.2745825   0.844452    3.0729346  -0.00656773  0.09502957
  0.9298799   3.1701264   2.9979937   2.690562    3.2782562   2.3558767
  0.89475656  0.3814199   1.5213792  -0.54275274]"
-1946.6488725479305,-2792.5233886445685,-2369.5861305962494,3000.0,2,2,6000,False,2,2,a6db5f2004814a04bf7b7966c8221fda,2021-02-08_09-33-00,1612744380,33.24615716934204,54.3216438293457,18917,bmil-X570-AORUS-ELITE-WIFI,220.149.82.43,54.3216438293457,0,2,107e1_00000,0,"[-1946.6488725479305, -2792.5233886445685]","[3000, 3000]",3.836,16682.128,0.973,6000,96064,6000,1501,54.72978723404255,28.002127659574455,0.0,0.1367780864238739,0.009495532140135765,-1.1178841590881348,0.08539274334907532,-3.595691680908203,-0.020744025707244873,"[ 0.13938296 -0.17542803  0.04170239  0.05321026  0.00172806 -0.1022507
  0.05403775 -0.05889869 -0.50208384  0.14773667  0.15154713  0.01786923
  0.0440405   0.08429122 -0.0643633  -0.08202815  0.00809288 -0.27103543
 -0.15249252 -0.00593403 -0.12809047  0.06278348  0.03221595 -0.07334852
  0.03360689  0.01591933  0.06445751  0.12973356  0.05583596  0.01534662
  0.03017226  0.00317991  0.0191465   0.13174844 -0.06846887 -0.00986367
  0.03431302 -0.2230165  -0.2181902   0.03635287 -0.11715263 -0.03387606
  0.05921435 -0.15120743 -0.03161573  0.07617188  0.01248503 -0.24717708
  0.19145846  0.13556218 -0.1027329   0.03292707  0.2900691   0.0463891
 -0.0992403  -0.15234196 -0.17499106 -0.03134546 -0.01336586 -0.41647193
  0.18354845 -0.04408133 -0.08339405  0.07059216]"
-1946.6488725479305,-2792.5233886445685,-2369.5861305962494,3000.0,0,2,9000,False,2,3,a6db5f2004814a04bf7b7966c8221fda,2021-02-08_09-33-30,1612744410,29.39201259613037,83.71365642547607,18917,bmil-X570-AORUS-ELITE-WIFI,220.149.82.43,83.71365642547607,0,3,107e1_00000,0,"[-1946.6488725479305, -2792.5233886445685]","[3000, 3000]",4.076,15700.183,0.882,9000,192064,9000,3001,54.41428571428572,28.159523809523815,0.0,-0.50606769323349,0.0018929147627204657,-0.43297240138053894,1.1436851024627686,-3.2752392292022705,0.0004979288205504417,"[ 5.81501722e-02 -2.92839110e-02 -1.83392525e-01  3.25461328e-02
  3.41185033e-02 -1.44404769e-02  5.64270020e-02 -5.60128689e-02
  9.21434164e-03 -4.36545610e-02 -2.02473998e-02  2.58936286e-02
  8.79325271e-02  1.29852116e-01 -4.14210558e-03 -4.61354256e-02
  1.92612410e-02 -5.84574938e-02 -6.77684247e-02 -1.03592873e-04
  1.78330541e-02 -2.50334144e-02 -4.33038473e-02 -1.09916329e-02
 -1.62919164e-02 -6.40234947e-02  2.89362669e-02  4.49533761e-02
  3.82775068e-02 -5.18851280e-02 -1.05173588e-02 -7.42553473e-02
  1.05682611e-02 -1.14994273e-01 -1.76459551e-02 -2.37387940e-02
 -9.24088657e-02  8.18278790e-02  1.51931956e-01 -3.93448472e-02
  2.27284431e-02 -6.02602959e-05  6.17810488e-02  1.86916590e-02
 -3.16910744e-02  8.01730156e-03  1.39411241e-02 -3.40207815e-02
 -1.71291828e-02  1.10571146e-01  9.46100950e-02  1.28864706e-01
 -1.24758482e-01  2.23544836e-02  2.63240635e-02 -2.35939026e-03
 -8.07946920e-03 -2.23749876e-02 -3.32506895e-02  4.07251716e-02
  1.19762421e-02 -7.28003979e-02  7.52462745e-02  2.29101181e-02]"
1012.9399108748084,-2792.5233886445685,-885.6276188336349,3000.0,2,2,12000,False,4,4,a6db5f2004814a04bf7b7966c8221fda,2021-02-08_09-34-04,1612744444,34.170475244522095,117.88413166999817,18917,bmil-X570-AORUS-ELITE-WIFI,220.149.82.43,117.88413166999817,0,4,107e1_00000,0,"[183.72187498315103, 1012.9399108748084, -1946.6488725479305, -2792.5233886445685]","[3000, 3000, 3000, 3000]",3.919,16330.376,1.01,12000,288064,12000,4501,55.491836734693884,28.34693877551021,0.0,-0.9655961394309998,0.0024301197845488787,0.3362754285335541,2.229933977127075,-2.7300734519958496,0.016984879970550537,"[ 0.10764384  0.13019359  0.01579298 -0.07946219  0.11094415 -0.04335158
  0.04919952  0.05345321 -0.01201731 -0.04717028  0.01238513 -0.15436935
 -0.02506423  0.02455524  0.04106539  0.12458932  0.00818288  0.14884937
 -0.01584268  0.01899713 -0.00698495 -0.01326677 -0.03218353 -0.14894795
  0.0154084  -0.17184126 -0.06225431  0.0601228   0.00932634 -0.01348236
  0.13255596  0.00293624  0.02291459  0.03191012  0.0591343   0.00506949
  0.01083839  0.00973509  0.09894572  0.06538486  0.01938486 -0.00546622
 -0.00571972  0.12948334 -0.0193311  -0.01640218  0.04382519 -0.06281936
  0.04923995 -0.02543196 -0.00901818  0.01423049  0.00759235 -0.09071195
  0.10852599  0.11056465  0.05109674 -0.00164582  0.12679172  0.03962797
  0.02636921 -0.02235115  0.04195809  0.03334415]"
1012.9399108748084,-2792.5233886445685,-885.6276188336349,3000.0,0,2,15000,False,4,5,a6db5f2004814a04bf7b7966c8221fda,2021-02-08_09-34-34,1612744474,29.954909324645996,147.83904099464417,18917,bmil-X570-AORUS-ELITE-WIFI,220.149.82.43,147.83904099464417,0,5,107e1_00000,0,"[-1946.6488725479305, -2792.5233886445685, 183.72187498315103, 1012.9399108748084]","[3000, 3000, 3000, 3000]",3.732,17148.262,0.938,15000,384064,15000,6001,56.483333333333334,28.540476190476188,0.0,-1.023054599761963,0.0019235035870224237,0.5135315656661987,3.304814100265503,-3.033804416656494,-0.0026600072160363197,"[-2.5284052e-02 -4.5079947e-02 -2.0217896e-04 -2.9737949e-02
  8.0605447e-03 -1.3772106e-01  2.8393269e-03 -1.6380787e-02
 -1.8215865e-01  1.8250227e-02  6.4957857e-02  1.7176390e-02
  2.2139549e-02 -5.7698488e-03  5.8913231e-02  9.2502832e-03
  6.6827685e-03 -3.1631470e-02  6.4182281e-04 -6.4963222e-02
 -3.1774044e-03 -4.1711092e-02  1.0009703e-01 -5.8191776e-02
 -2.6270926e-02 -1.9449711e-02 -4.3349087e-02  3.9947152e-02
 -2.7113080e-02 -2.3051441e-02 -2.4002433e-02  8.9285970e-03
  5.9440851e-02  3.8868785e-02 -3.8275212e-02  8.0273390e-02
 -4.3342710e-02  1.8680143e-01  6.2787533e-04  7.4278593e-02
  2.3505449e-02 -4.8968792e-03 -1.2363584e-01 -1.8200278e-04
  1.6838610e-03  1.2885928e-03  5.7170987e-02 -3.6734402e-02
  5.7402253e-03  9.0317130e-03 -5.5294037e-03 -1.9706249e-02
  3.1101942e-02 -7.8871250e-03  1.5877692e-01  4.4062138e-03
 -3.6919832e-02  1.9338012e-02 -1.9901915e-01  4.6373487e-02
  6.2772632e-04 -1.2141705e-02 -6.5922737e-03  1.2647629e-02]"
1012.9399108748084,-2792.5233886445685,-385.74674471720937,3000.0,2,2,18000,False,6,6,a6db5f2004814a04bf7b7966c8221fda,2021-02-08_09-35-08,1612744508,33.737316370010376,181.57635736465454,18917,bmil-X570-AORUS-ELITE-WIFI,220.149.82.43,181.57635736465454,0,6,107e1_00000,0,"[940.5326925621118, 287.49731446917156, -1946.6488725479305, -2792.5233886445685, 183.72187498315103, 1012.9399108748084]","[3000, 3000, 3000, 3000, 3000, 3000]",3.908,16377.503,0.775,18000,480064,18000,7501,54.6530612244898,28.744897959183675,0.0,-1.6701257228851318,0.001344070304185152,1.109522819519043,4.397440433502197,-2.9244210720062256,-0.005204334855079651,"[ 1.6518593e-02 -1.2521744e-02 -1.5803289e-01  3.0132532e-02
  8.1096292e-03  2.6403546e-02 -1.7720461e-03 -3.2867193e-02
  1.9006729e-03  6.5257072e-02 -5.9674084e-03 -3.7413120e-02
 -1.1875665e-01 -3.7799597e-02  2.1493137e-02 -4.4656754e-02
 -3.2162189e-02 -2.3817360e-02  4.3284222e-02  7.3812008e-03
 -3.5414219e-02  2.6834011e-03  1.2480140e-02  4.9131513e-02
  6.0601234e-02 -5.0163388e-02 -6.6380501e-03  3.6200523e-02
  3.2473803e-02 -3.2760859e-02  8.7251663e-03  1.3029814e-02
 -6.3962221e-02  6.0737133e-03  2.7950883e-02  3.3710003e-02
 -3.3539176e-02 -2.4127960e-02  1.3124609e-01 -3.6971331e-02
  6.3572526e-03 -1.6447008e-02 -5.9217930e-02 -4.0850043e-03
 -7.2258830e-02  3.1707644e-02  3.6486030e-02  4.6207666e-02
 -1.5683621e-02  1.3687015e-02  7.5293779e-03 -1.7061710e-02
  1.2858391e-02  1.3041878e-01 -9.6540093e-02  2.8598905e-03
  1.3637304e-02 -1.3095021e-01 -8.2778215e-02 -1.4007092e-04
  1.3276264e-02 -1.8928051e-02 -2.2820294e-02  4.3365240e-02]"
1012.9399108748084,-2792.5233886445685,-385.7467447172093,3000.0,0,2,21000,False,6,7,a6db5f2004814a04bf7b7966c8221fda,2021-02-08_09-35-38,1612744538,30.017470836639404,211.59382820129395,18917,bmil-X570-AORUS-ELITE-WIFI,220.149.82.43,211.59382820129395,0,7,107e1_00000,0,"[-1946.6488725479305, -2792.5233886445685, 183.72187498315103, 1012.9399108748084, 940.5326925621118, 287.49731446917156]","[3000, 3000, 3000, 3000, 3000, 3000]",4.131,15493.037,1.213,21000,576064,21000,9001,55.845238095238095,28.916666666666668,0.0,-2.8198564052581787,0.0011060002725571394,2.2928171157836914,5.482664108276367,-2.8506412506103516,0.012420331127941608,"[ 0.01647761  0.04843092 -0.09053183  0.01485395 -0.0175252   0.05257988
  0.11941528  0.02447343 -0.03294754  0.08873773  0.04395866 -0.05375338
  0.03777933  0.01177621  0.00188953  0.0734024  -0.00207373 -0.00201547
  0.04677868 -0.02076316  0.05565077 -0.00609612 -0.02498436  0.02395201
 -0.00448966  0.05284834  0.05761623 -0.02189672  0.00054312  0.01104927
  0.03403735 -0.02546698  0.04739761  0.03241467 -0.01238486  0.00872517
  0.03287721  0.00344419  0.02430844  0.02065921  0.00876045  0.00659084
 -0.00460672  0.0085789  -0.0957464  -0.03305912  0.05188084 -0.0050745
 -0.01803279 -0.08090422  0.00976706  0.03151274  0.12346983 -0.01015675
 -0.03952813  0.01951826 -0.04245305 -0.03161192 -0.00315309  0.03332663
  0.0660758   0.11963367  0.01827025 -0.0093056 ]"
1012.9399108748084,-2792.5233886445685,-96.91122595959479,3000.0,2,2,24000,False,8,8,a6db5f2004814a04bf7b7966c8221fda,2021-02-08_09-36-12,1612744572,34.186086893081665,245.7799150943756,18917,bmil-X570-AORUS-ELITE-WIFI,220.149.82.43,245.7799150943756,0,8,107e1_00000,0,"[933.7674872196008, 605.4231734068971, -1946.6488725479305, -2792.5233886445685, 183.72187498315103, 1012.9399108748084, 940.5326925621118, 287.49731446917156]","[3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000]",3.795,16864.278,0.91,24000,672064,24000,10501,55.67346938775511,29.073469387755097,0.0,-3.0864555835723877,0.0011234789853915572,2.5884292125701904,6.6370038986206055,-1.5542024374008179,-0.000905337743461132,"[ 0.02305371  0.02628136 -0.02868938 -0.027035    0.02619004 -0.00167692
  0.02785206 -0.01192564 -0.01634979 -0.04836512  0.00708675  0.00951871
  0.00480998 -0.00683856 -0.02876115  0.01723957 -0.0607774   0.0255909
  0.04849315  0.02287245  0.06032345 -0.0133853  -0.0694325   0.0554657
 -0.04040098  0.05729559 -0.0090661  -0.03741944  0.04348993  0.0251652
  0.06271517 -0.01190782 -0.03410864  0.04181671 -0.03666592 -0.04005229
 -0.02381635  0.01473379  0.03990006  0.00410271  0.02799606 -0.18896818
 -0.02772474 -0.01156259  0.03247643  0.08111763  0.01509619  0.03535485
  0.03417015 -0.00029469  0.03010702  0.09971964 -0.01824021  0.0014022
  0.00170922 -0.13750267 -0.03686523 -0.00205052 -0.02456033 -0.02091861
 -0.03654361 -0.02775383 -0.02943802  0.04800951]"
1012.9399108748084,-2792.5233886445685,-96.91122595959479,3000.0,0,2,27000,False,8,9,a6db5f2004814a04bf7b7966c8221fda,2021-02-08_09-36-42,1612744602,30.00121831893921,275.7811334133148,18917,bmil-X570-AORUS-ELITE-WIFI,220.149.82.43,275.7811334133148,0,9,107e1_00000,0,"[-1946.6488725479305, -2792.5233886445685, 183.72187498315103, 1012.9399108748084, 940.5326925621118, 287.49731446917156, 933.7674872196008, 605.4231734068971]","[3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000]",4.156,15398.475,0.987,27000,768064,27000,12001,54.25581395348837,29.237209302325578,0.0,-4.0741376876831055,0.0006661838269792497,3.797928810119629,7.990604877471924,-1.3196980953216553,-0.0007053925655782223,"[ 0.00443792 -0.00832367 -0.03296375  0.01660156  0.00694561 -0.02027273
 -0.00657272  0.01184249 -0.02088666  0.00781584 -0.03872752 -0.00710392
 -0.00637436  0.02731037  0.01261902 -0.00444484  0.00461316 -0.010001
 -0.02214324 -0.02957249  0.03763723  0.03612232  0.06974578 -0.09433126
  0.06408779  0.01755965 -0.00121963 -0.01773596  0.0372088   0.02120496
 -0.0047617   0.02107906 -0.1122632  -0.00202799  0.00205231  0.07449341
  0.01045275 -0.00098324  0.00353289  0.02853677 -0.01966238  0.01606894
  0.010499    0.02109194 -0.01982546 -0.01312923  0.02630663 -0.00671291
  0.00320768 -0.01292467  0.00416803 -0.07564354 -0.01112795  0.0281949
 -0.03990078  0.00369292  0.03840733 -0.03788829  0.026968    0.02089357
  0.00173199 -0.09910917 -0.01164055  0.02599907]"
1644.1741302386802,-2792.5233886445685,251.28229623579887,3000.0,2,2,30000,False,10,10,a6db5f2004814a04bf7b7966c8221fda,2021-02-08_09-37-16,1612744636,34.259758710861206,310.040892124176,18917,bmil-X570-AORUS-ELITE-WIFI,220.149.82.43,310.040892124176,0,10,107e1_00000,0,"[1643.9386397960666, 1644.1741302386802, -1946.6488725479305, -2792.5233886445685, 183.72187498315103, 1012.9399108748084, 940.5326925621118, 287.49731446917156, 933.7674872196008, 605.4231734068971]","[3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000, 3000]",3.924,16310.333,0.887,30000,864064,30000,13501,54.44081632653061,29.39183673469388,0.0,-5.04536247253418,0.001042014453560114,4.74294376373291,9.442036628723145,-1.485213279724121,0.007621629163622856,"[ 0.05908728  0.06691456  0.00056934  0.01231575 -0.02866769  0.02197534
 -0.11867285  0.00682181 -0.02087116  0.01170731  0.02295458 -0.00090981
  0.07012558 -0.02769089 -0.00848651  0.02341509 -0.04146051  0.00582246
  0.03532171  0.04554397 -0.03024483 -0.00629616  0.07182503  0.01277781
  0.02554727  0.00946426  0.07770133 -0.06285286  0.0215416   0.00590003
  0.1109542   0.00219822  0.04634714  0.04487514  0.00069761  0.04741859
  0.01688862 -0.01829672  0.08880091  0.01433563  0.07599783 -0.02929211
  0.00714004  0.00498152  0.00729179 -0.01557255 -0.01574421 -0.00200176
 -0.02333736  0.04021358 -0.01493645  0.01229286  0.00410318 -0.05547047
 -0.00457239 -0.02799428  0.01163864 -0.03198564 -0.0202632  -0.13180447
  0.04227614 -0.03410149 -0.00291634  0.0764432 ]"
